id,SalePrice
1461,124957.19902267342
1462,159920.37314082915
1463,173426.89093584113
1464,184477.96118191103
1465,194440.13807834635
1466,177901.9349363899
1467,164362.07238250796
1468,169974.85266121387
1469,187393.64058789704
1470,120588.30088400512
1471,196063.71126335755
1472,94108.12481984774
1473,92739.13076365195
1474,146823.3965800678
1475,122534.80904291698
1476,404588.0647596792
1477,246009.74964871866
1478,291723.8866699057
1479,270340.0239012062
1480,501992.6854314068
1481,299744.8390558859
1482,212909.4750045477
1483,182867.4517243199
1484,166235.65520631915
1485,183014.15608576676
1486,197424.68115696186
1487,327487.1797160502
1488,244493.85729641217
1489,200222.12255174978
1490,215836.10011527294
1491,192499.94361313488
1492,94098.44062126754
1493,169602.7686384308
1494,297387.19810316304
1495,293794.3277091106
1496,223860.19157497064
1497,179569.81310887876
1498,159475.2013468011
1499,155457.36440877346
1500,158863.100229836
1501,174459.75172226856
1502,145264.38017686634
1503,286956.1698443154
1504,234055.21845452383
1505,221078.11112532206
1506,181059.0616221544
1507,233429.27337695786
1508,195633.36789713986
1509,160324.96138575286
1510,145705.39505873594
1511,150649.72257093788
1512,166567.6478122526
1513,141905.73203536283
1514,141955.01960615284
1515,178365.35705424653
1516,157237.3801427224
1517,154803.55150384817
1518,127636.31522084145
1519,218072.76269147452
1520,135184.40547725832
1521,138367.64774197686
1522,165380.4912935213
1523,116972.5857720989
1524,122952.47194767007
1525,122304.88546638322
1526,120028.06602034265
1527,105225.99510049702
1528,131740.61076728575
1529,146685.70667949796
1530,165108.55013853696
1531,116637.59330798339
1532,92350.11020172463
1533,143953.8364593684
1534,127154.7056015811
1535,152661.8949181861
1536,113352.07027723324
1537,60181.401290275746
1538,161758.52024741727
1539,186582.30407697672
1540,92312.64117807154
1541,135221.20558874763
1542,136757.49342654904
1543,207700.81786221842
1544,84233.01711786399
1545,106280.94244192877
1546,127820.34504529655
1547,131920.14682480032
1548,130122.51406013875
1549,109017.47672775255
1550,133184.1526583541
1551,107127.15912931882
1552,137460.25042396726
1553,147904.25323409302
1554,121109.39485282228
1555,164055.42449747564
1556,90446.8140337496
1557,98734.04386067016
1558,94168.09467886532
1559,90548.73609394598
1560,132343.40364103657
1561,124251.96879514803
1562,129019.87056706774
1563,122071.7315684305
1564,157717.811712942
1565,149153.93158299732
1566,222168.05429131773
1567,73765.88322096756
1568,225672.42435994983
1569,131460.3449636801
1570,138622.86464995923
1571,122237.63036436953
1572,141821.24821320464
1573,247786.32829968273
1574,108954.15146722902
1575,231829.26893237696
1576,231332.57185814466
1577,191861.25009522747
1578,138561.32288203543
1579,141706.83217555983
1580,185116.11063317643
1581,146830.70981815373
1582,127603.62438488282
1583,306918.59383374813
1584,228730.8273770328
1585,141893.40916608833
1586,73720.7969407408
1587,105368.94526538956
1588,149752.27906862623
1589,101384.7302856548
1590,133466.8966577575
1591,103106.04429963473
1592,113084.89198689528
1593,120457.91042822861
1594,114611.62330471587
1595,104267.06434370445
1596,230647.45958224242
1597,175327.34949364795
1598,206221.9362673594
1599,165778.40538154804
1600,164807.6974809453
1601,65813.94943644112
1602,114179.83469625819
1603,86762.70351062878
1604,268814.6569481895
1605,245749.03509100116
1606,164548.5608711201
1607,178696.01812787357
1608,206732.46895762984
1609,186623.9510111173
1610,156788.13523904345
1611,145650.71629926277
1612,179129.50160467203
1613,163994.7423811095
1614,121674.43833745903
1615,88291.39522643649
1616,79776.83550323384
1617,89388.49154257965
1618,127935.86165939187
1619,138893.84308868134
1620,146240.57627107983
1621,144368.18999312315
1622,138659.33042798465
1623,273918.8499491344
1624,218654.03011405354
1625,125512.61661270633
1626,164477.9916111763
1627,186632.9752216236
1628,283286.83998318174
1629,177529.76280298157
1630,363655.30344448955
1631,206917.05422430745
1632,232211.18333307072
1633,176607.35796127017
1634,182576.34836104902
1635,177709.85929264146
1636,155680.93532839025
1637,178845.0275269022
1638,195148.71649044217
1639,170733.73086425386
1640,258441.91685926472
1641,171659.75516135033
1642,234829.42955238608
1643,230554.93699003002
1644,233562.01229482636
1645,182630.44046294835
1646,157154.73742285263
1647,155146.85313490496
1648,133298.8761034083
1649,142503.6591465011
1650,117324.87707214628
1651,121192.48579172164
1652,95087.87220456707
1653,97274.17761070287
1654,152755.0642811169
1655,141269.25324934808
1656,147899.7701027139
1657,154463.1659678526
1658,150536.46249637695
1659,127815.66726083898
1660,146914.2161586366
1661,487302.64872934454
1662,399112.2144617039
1663,358394.01885107113
1664,506560.8156082936
1665,312443.10173565417
1666,338992.293221876
1667,366726.655888277
1668,337184.6233990147
1669,283331.660726783
1670,349511.3766208434
1671,259537.48140780747
1672,455356.45261406264
1673,293984.78665399365
1674,246226.81917539935
1675,193555.13465600024
1676,195877.239544154
1677,218169.2998303484
1678,494850.7581729205
1679,383308.2075322818
1680,339433.67604154226
1681,258752.0697972151
1682,312505.60569361557
1683,181746.42789579535
1684,176653.40604045655
1685,170958.4795315303
1686,165696.50361106018
1687,172966.25916130698
1688,191258.21062521092
1689,194615.6300362278
1690,193999.7881166178
1691,182854.10427917875
1692,264625.9893012249
1693,175281.13501814572
1694,184646.02650154848
1695,169294.1433239402
1696,267776.4650825752
1697,160049.87612259347
1698,340848.7263923696
1699,301297.7950392484
1700,252032.83832017737
1701,275197.66669810767
1702,252423.961383592
1703,255057.42408509794
1704,282684.5517765418
1705,237743.2265508517
1706,475563.8569075644
1707,219627.20451811547
1708,206599.3808770369
1709,266705.98874055705
1710,227835.3966042487
1711,268822.4620296494
1712,235757.96561191013
1713,259203.03326215272
1714,224547.25949223252
1715,210626.51555728918
1716,185679.94758445522
1717,174464.7339809802
1718,130907.62691859137
1719,200895.48168433833
1720,249688.05120319634
1721,168449.36990019787
1722,127961.12902259809
1723,156113.55711595746
1724,208044.93618854653
1725,233340.1843506641
1726,193740.08388877122
1727,169361.57128763094
1728,184273.44019073425
1729,168326.5137790704
1730,148825.82411772062
1731,119815.10145329252
1732,132217.6314030121
1733,118308.63822222686
1734,120229.23712658051
1735,135926.87549070155
1736,117157.74730697119
1737,324493.296332244
1738,233803.53161161076
1739,254326.51423546
1740,204907.99672173752
1741,195658.5771691511
1742,173829.6242919675
1743,173698.52141676453
1744,317947.0837763303
1745,217516.1431961357
1746,197290.78760942057
1747,213641.7812011912
1748,218501.14157731272
1749,153938.0213493665
1750,135755.20288899713
1751,237224.64485713196
1752,120292.89807092932
1753,139412.7043088763
1754,188182.18299110164
1755,173080.68447718897
1756,121313.41845098567
1757,120323.89337657242
1758,144204.6897482574
1759,157291.1376297834
1760,161021.93265303643
1761,143170.55155417701
1762,164337.87939240463
1763,174646.64396562622
1764,115067.30219299978
1765,156533.3220548782
1766,172960.56524800241
1767,207933.38310546547
1768,140786.19397507724
1769,172551.67152922475
1770,143784.9424784242
1771,127098.40202772178
1772,137910.74148616966
1773,131440.5721889006
1774,132389.18311202302
1775,136268.94644991925
1776,120849.14426642336
1777,114509.54619731221
1778,140151.64359439272
1779,112831.22620904406
1780,169159.58573599183
1781,128554.85319165241
1782,92232.2530995519
1783,138599.21258288773
1784,112953.82935444385
1785,125359.43528690754
1786,141011.83970799943
1787,160168.96289020468
1788,57908.580459202065
1789,104374.20671649695
1790,79721.58309100253
1791,180837.5304704584
1792,154055.7569869881
1793,126108.09664322835
1794,144884.4646502283
1795,139197.87839330887
1796,123198.74690365266
1797,115345.06066984069
1798,126439.86808508905
1799,115354.53025552072
1800,127326.34537055883
1801,131601.76196083907
1802,139734.13657807733
1803,148536.40586944218
1804,143992.6981396358
1805,136418.25116112293
1806,122830.13318206288
1807,132744.51537311552
1808,121456.47399264332
1809,123291.27166841242
1810,136020.61500446353
1811,89823.67632705459
1812,101188.38506802631
1813,125797.05361334281
1814,96992.67952650982
1815,62397.668718713285
1816,101376.30733926904
1817,106262.74427585732
1818,146204.31771476314
1819,124954.36486296354
1820,70306.58879250631
1821,110453.04667955305
1822,150569.06427406543
1823,54085.856840313616
1824,131069.37105365204
1825,131557.21168385432
1826,103515.96252497338
1827,105597.99003976629
1828,127182.96191804094
1829,111276.45690326719
1830,141342.419626962
1831,151128.76524754008
1832,97141.80936703146
1833,132906.82111269093
1834,129379.42911446479
1835,127373.08826126014
1836,128307.10986334753
1837,88657.58525864103
1838,133399.8293242683
1839,97513.98562072197
1840,159590.6686845808
1841,145464.46732503892
1842,83695.26405808081
1843,132176.2143180689
1844,129775.47050131066
1845,140132.80438805866
1846,154741.6569652991
1847,156522.58447077035
1848,57247.3775599805
1849,111832.55066578569
1850,124931.08479756664
1851,157714.0751275059
1852,126989.17299111893
1853,138071.7304266783
1854,169109.0151643677
1855,163426.7818408264
1856,222775.67166807552
1857,145385.5096401477
1858,134440.48715121357
1859,118654.10218465727
1860,157258.2122377938
1861,118334.70591056676
1862,266280.89009046793
1863,260698.638797661
1864,260722.19088922872
1865,335146.28594204335
1866,331215.90849508997
1867,239635.91818704281
1868,296863.4768366442
1869,202857.89745487503
1870,226082.89835044616
1871,256663.74600241167
1872,170892.24760233273
1873,232770.59152350674
1874,141651.5290625486
1875,194926.44209413996
1876,190507.95227103404
1877,212335.06103540497
1878,203902.55911562263
1879,136686.52971428738
1880,134663.94178000113
1881,241176.4696951094
1882,253249.5265761291
1883,192948.205137751
1884,208655.96968732812
1885,252130.5192056325
1886,300023.5035925123
1887,205712.21715172328
1888,273896.8980178088
1889,168724.2283925163
1890,125888.2295589666
1891,139806.31957318104
1892,108913.57833177826
1893,127781.34460862541
1894,126308.14950168556
1895,143199.05788572345
1896,127440.25975227184
1897,104715.24439653002
1898,109460.15891432393
1899,149766.94396986163
1900,150515.49725095395
1901,154093.92696369393
1902,143531.39225534291
1903,209421.5194586559
1904,140900.6971789501
1905,187993.83875551668
1906,140126.31114523133
1907,204947.27183297972
1908,105535.80723283162
1909,138286.56664249534
1910,125754.517420895
1911,206212.78896409844
1912,313891.2915737575
1913,135289.35233099066
1914,69414.88027449464
