id,SalePrice
1461,120763.6897817201
1462,155778.82585210446
1463,179679.37848819315
1464,198670.0829431911
1465,196862.4402785934
1466,173530.9459814706
1467,178824.28222828425
1468,165499.76806929437
1469,186678.1297067531
1470,126046.60923114118
1471,189479.40693791086
1472,99263.20787330814
1473,100825.93330568736
1474,141836.24749023037
1475,113322.11095073869
1476,354349.45552821347
1477,251463.92451129964
1478,284911.6600931052
1479,279011.7399781072
1480,526234.0135310565
1481,329461.6856822477
1482,208539.98031210035
1483,173430.60909176862
1484,167029.300525667
1485,184058.03105822013
1486,194206.91207768288
1487,337353.0544924499
1488,249627.6263914751
1489,194180.39802128682
1490,237564.45213547262
1491,194051.93436420336
1492,91667.79585892482
1493,167531.990811948
1494,286549.0644858302
1495,289302.91212089226
1496,237582.3983299604
1497,177759.991425959
1498,176373.9374753073
1499,166746.72491710927
1500,162563.00707831053
1501,176614.9323670966
1502,149531.48956758308
1503,293735.47695013887
1504,241691.4507012543
1505,227938.44818964668
1506,183994.73640382855
1507,247486.95462102862
1508,195491.1451781258
1509,159297.09169267517
1510,145429.58816073366
1511,158975.00666498524
1512,171412.2752320137
1513,139462.03162213677
1514,145471.43620795105
1515,191720.79891149915
1516,155614.86913657794
1517,161168.6387053538
1518,129866.70142055787
1519,214007.36124748614
1520,127246.1697781712
1521,129257.10730649155
1522,172964.47792408732
1523,113667.40882999834
1524,122399.15625417353
1525,124299.2926429922
1526,111809.42065155986
1527,105577.59559879362
1528,134998.03482890068
1529,149686.50116515782
1530,187513.92000200617
1531,104783.38501877643
1532,88054.08499418509
1533,149655.9837087326
1534,128706.52540752535
1535,143188.74095592086
1536,104723.20235382425
1537,54639.13480826191
1538,145208.41514647505
1539,188248.08002588022
1540,81491.11291848715
1541,133888.69516797684
1542,144786.85092504337
1543,185557.70412012286
1544,86202.92217569175
1545,114911.05744417565
1546,133428.32519801526
1547,137650.74795193176
1548,136816.77974011994
1549,124676.81945904712
1550,133270.0634602583
1551,98867.82415562903
1552,139657.46402833847
1553,143293.89316180127
1554,123003.58982959269
1555,155541.3031552978
1556,89749.62245394549
1557,97696.19274458781
1558,100603.91482882285
1559,69325.66372725522
1560,117628.25196137968
1561,118175.47162877991
1562,129381.73176200967
1563,121635.67857309541
1564,158466.8222276513
1565,146614.6932989245
1566,222638.95947559547
1567,75841.93693178281
1568,233315.53792131456
1569,131458.74913142566
1570,133986.1513097165
1571,115869.2128765748
1572,140905.51193632084
1573,229748.6421833816
1574,108670.70684244945
1575,237060.98126027038
1576,254214.98050694822
1577,176296.2495903569
1578,136005.88474154795
1579,158064.2541848859
